name,rating,tags,similar
amul india,4.2,Agriculture,
amw motors,3.8,Automobile,
amway india enterprises,4.2,"FMCG, Beauty & Personal Care",
an prakash construction project management consultants,4.3,"Engineering & Construction, Management Consulting",
anaamalais toyota,4.4,Financial Services,
anabond,4.2,Chemicals,
analogics group,3.8,Not Available,
anand cy myutec automotive,4.4,"Automobile, Manufacturing, Auto Components",
anand engineering products,3.9,Engineering & Construction,
anand rathi global finance,3.5,"Financial Services, NBFC",
anand rathi information technology,3.6,"Industrial Machinery, Urban Transport, IT Services & Consulting",
anand rathi: online stock trading & advisory,4,Financial Services,
ananda group,4.2,Food Processing,
ananth technologies,3.6,"Manufacturing, Electronics, IT Services & Consulting, Public",
anarock property consultants,4,"Consulting, Real Estate",
anchor electricals,4,"Consumer goods, Manufacturing, Electronics, Electrical Equipment",
anchor health and beauty care,3.5,"FMCG, Beauty & Personal Care",
anchor offshore services,3.4,"Engineering & Construction, Oil & Gas",
andaz delhi aerocity,3.9,"Travel & Tourism / Hospitality, Hospitality",
andhra paper,4.1,"Pulp & Paper, Printing & Publishing, Public",
andhra petrochemicals,4.6,"Chemicals / Agri Inputs, Public",
andhra pradesh state road transport corporation,4.4,"Federal Agencies, Urban Transport, Government, Government",
andhra pradesh state skill developmentcorporation,3.9,Non-Profit,
andritz,3.8,"Chemicals / Agri Inputs, Iron & Steel, Industrial Machinery, Engineering & Construction",
andromeda sales and distribution,3.2,"Consulting, Financial Services",
aneja associates,3.1,"Consulting, Accounting & Auditing",
anewa engineering,3.7,"Oil / Gas / Petro Chemicals, Power, Engineering & Construction, Oil & Gas",
ang india,4.2,"Law Enforcement & Security, Consumer Electronics & Appliances, Public",
angel one,4,Financial Services,
angelique international,4.4,Engineering & Construction,
anglo-eastern ship management,4,"Marine, Urban Transport, Ports & Shipping",
anglo-french drugs & industries,4.2,"Healthcare / Pharma, Manufacturing, Pharma",
ani integrated services,3.7,"Engineering & Construction, Public",
anion healthcare services,4.5,Healthcare,
anjan drug,3.2,Pharma,
anjani technoplast,3.1,"Defence & Aerospace, Law Enforcement & Security",
ankur seeds,4.2,Agriculture,
ankura hospital,3.8,"Healthcare / Pharma, Healthcare",
anlage infotech,4.1,"Education & Training, BPO, IT Services & Consulting",
anmol biscuits,4.2,"FMCG, Food Processing, Public",
anmol feeds,3.9,"Agriculture, Manufacturing",
anmol industries,3.9,"Food Processing, Manufacturing, Public",
anna university,17,,
annalect,4.1,"Advertising / PR / Events, Marketing & Advertising",
annamalai university,15,,
annapurna finance,4.2,Financial Services,
annet technologies,3.9,"Consulting, Software Product",
annora pharma,4.1,Pharma,
annova solutions,3.9,Not Available,
ansal housing & construction,3.5,"Real Estate, Engineering & Construction, Public",
ansal properties & infrastructure,3.6,"Real Estate, Engineering & Construction, Public",
ansr source,3.7,"Consulting, EdTech",
anthem biosciences,4.1,"Clinical Research, Pharma",
antraweb technologies,4.3,IT Services & Consulting,
anu industries,3.7,"Industrial Machinery, Manufacturing, Packaging",
anudip foundation,3.8,Non-Profit,
anunta technology management services,3.7,"Internet, IT Services & Consulting, Startup",
anupam industries,3.9,"Industrial Machinery, Manufacturing",
anupam rasayan india,4.3,"Financial Services, Chemicals, Public",
anurag university,140,,
any brand,4,Fashion & Textile,
any construction,3.7,Engineering & Construction,
any graphics,4,"Animation & VFX, Printing & Publishing",
any wear,3.8,Fashion & Textile,
anyone home,3.7,"Internet, Hardware & Networking, Software Product",
anytime fitness,3.5,"Beauty & Wellness, Sports/Fitness, Fitness & Wellness",
anz banking group,4.1,"Banking, Forbes Global 2000",
anz operations & technology,4.4,"Financial Services, IT Services & Consulting",
anz support services,4.4,Software Product,
ao smith india water products,4.1,Consumer Electronics & Appliances,
aon,4,"Financial Services, Forbes Global 2000",
apache footwear,4.1,Fashion & Textile,
apar industries,4,"Manufacturing, Oil / Gas / Petro Chemicals, Power, Electrical Equipment, Fortune India 500, Public",
aparajitha corporate services,4.1,"Recruitment, IT Services & Consulting",
aparna constructions and estates,4.1,"Real Estate, Engineering & Construction",
aparna enterprises,4.1,"Building Material, Furniture & Furnishing",
apc by schneider electric,4.1,"Manufacturing, Electronics, Electrical Equipment",
apcer life sciences,3.7,"Clinical Research, Pharma",
apco infratech,3.9,"Power, Engineering & Construction",
apcotex industries,3.8,"Chemicals, Public",
apeejay surrendra group,4,"FMCG, Conglomerate",
apex auto,4.1,"Industrial Machinery, Public",
apex covantage,3.1,"Design, IT Services & Consulting, Software Product",
apex group,3.5,Financial Services,
apex hospital,4,Healthcare,
apex laboratories,4,"Analytics & KPO, Pharma",
apexon,3.6,"IT Services & Consulting, Software Product",
apicore pharmaceuticals,4.3,"Healthcare / Pharma, Pharma",
apis india,4.2,"Food Processing, Hardware & Networking, Software Product, Public",
apisero,4.3,IT Services & Consulting,
apl apollo tubes ,4.1,"Building Material, Industrial Machinery, Manufacturing, Fortune India 500, Public",
apl logistics,4.1,"Logistics / Shipping, Logistics",
aplab,3.8,"Consumer Electronics & Appliances, Public",
apmosys technologies,3.6,"Logistics, IT Services & Consulting",
apollo clinic,3.7,"Healthcare, Public",
apollo gleneagles hospitals kolkata,4,"Consulting, Healthcare",
apollo health and lifestyle,4.2,Healthcare,
apollo home healthcare,3.5,"Healthcare / Pharma, Healthcare",
apollo hospitals,4.1,"Healthcare, Fortune India 500, Public",
apollo life,4.1,Healthcare,
apollo medskills,4.3,Healthcare,
apollo munich health insurance,3.9,"Financial Services, Public",
apollo pharmacy,3.9,"Retail, Pharma",
apollo pipes,3.8,"Building Material, Public",
apollo telehealth services,4.3,Healthcare,
apollo tyres,4.1,"Automobile, Manufacturing, Auto Components, Fortune India 500, Public",
apollomedics super speciality hospitals,4.1,Healthcare,
apotex research,4.5,"Analytics & KPO, Pharma",
apothecon pharmaceuticals,4.5,Pharma,
appasamy associates,3.7,"Manufacturing, Medical Equipment",
appcino technologies,4,"IT Services & Consulting, Software Product",
appco group,3.5,"Advertising / PR / Events, Marketing & Advertising",
appiness interactive,4.5,"Internet, Hardware & Networking, Software Product",
appinventiv technologies,4,IT Services & Consulting,
appl industries,3.8,"Chemicals, Public",
apple,4.3,"Manufacturing, Retail, Electronics, Consumer Electronics & Appliances, Conglomerate, Forbes Global 2000",
applied materials,4.2,"Manufacturing, Engineering & Construction, Semiconductors, Forbes Global 2000",
applied solar technologies india,4.2,"Internet, Manufacturing, Electronics",
applus velosi,4.1,"Power, Oil & Gas",
apps associates,4.1,IT Services & Consulting,
appsierra,4.8,"IT Services & Consulting, Software Product, Management Consulting",
appsquadz software ,3.8,IT Services & Consulting,
aptara,3.3,"BPO/KPO, Media & Entertainment / Publishing, IT Services & Consulting, Printing & Publishing",
aptean,3.5,"IT Services & Consulting, Software Product",
aptech,3.7,"Education & Training, Conglomerate, Public",
aptiv,4,"Internet, Manufacturing, Electronics, Auto Components, Electrical Equipment, Forbes Global 2000",
aptiv components india private,4.1,"Auto Components, Electrical Equipment",
aptonline,4.2,"IT Services & Consulting, Public",
aptronix - apple premium reseller,3.3,"Electrical Equipment, Public",
aqm technologies,3.3,IT Services & Consulting,
aqua group,4.3,Industrial Machinery,
aqualite india,4.1,Fashion & Textile,
aquasub engineering,4.1,"Industrial Machinery, Engineering & Construction, Waste Management",
aquity solutions,3.6,IT Services & Consulting,
arabian construction company,4.1,Engineering & Construction,
arabian fal holding,3.3,"Urban Transport, Oil & Gas",
arabian industries,4.1,"Engineering & Construction, Oil & Gas",
arabtec construction,4.6,Engineering & Construction,
aragen life sciences,4.4,"Biotech & Life sciences, Analytics & KPO, Pharma",
aramex,3.9,"Logistics / Shipping, Logistics",
aranca,3.7,"Consulting, Analytics & KPO",
arb bearings,3.9,"Financial Services, Auto Components, Public",
arc document solutions,3.5,"Printing / Packaging, Printing & Publishing",
arcadis,4.2,"Consulting, Design, Engineering & Construction, Public",
arcelormittal,3.9,"Iron & Steel, Forbes Global 2000",
arcelormittal nippon steel,4.1,Iron & Steel,
arcesium,3.9,IT Services & Consulting,
arcgate,3.3,"BPO/KPO, BPO, IT Services & Consulting",
arch pharmalabs,3.8,"Manufacturing, Analytics & KPO, Pharma",
archean chemical industries,3.9,"Chemicals / Agri Inputs, Manufacturing, Chemicals",
archidply industries,4.1,"Chemicals / Agri Inputs, Furniture & Furnishing, Manufacturing, Public",
archies,3.7,"Printing / Packaging, Retail, Public",
archirodon,4.1,"Media & Entertainment / Publishing, Marine, Engineering & Construction",
archwell operations,3.4,IT Services & Consulting,
arcis e services,3.7,BPO,
arcon techsolutions,4,"Analytics & KPO, IT Services & Consulting",
arcop associates,3.9,"Architecture & Interior Design, Consulting",
ardex endura,3.9,"Chemicals / Agri Inputs, Building Material, Manufacturing",
arena animation,3.8,"Animation & VFX, Education & Training",
areteans,3.6,"Financial Services, IT Services & Consulting",
areva t&d,4.7,"Manufacturing, Electronics, Semiconductors",
aricent,3.8,"Analytics & KPO, Engineering & Construction, IT Services & Consulting",
aris global software,3.6,"IT Services & Consulting, Software Product",
aristo pharmaceuticals,4.1,Pharma,
aristocrat technologies,4.3,"Hardware & Networking, IT Services & Consulting, Software Product",
arjas steel,4.2,Iron & Steel,
arjohuntleigh healthcare,4.1,"Healthcare / Pharma, Medical Equipment",
ark infosolutions,3.8,"Financial Services, IT Services & Consulting",
arki techno consultants,3,"Consulting, Engineering & Construction",
arkray healthcare,4.1,Healthcare,
armed forces tribunal,4.7,Government,
armsoftech.air ,3.4,"Banking, Insurance, NBFC, Emerging Technologies, IT Services & Consulting",
armstrong international,4.2,"Financial Services, Manufacturing",
armstrong machine builders,3,Industrial Machinery,
army institute of law mohali,26,,
army institute of technology,172,,
army medical corps,4.6,"Federal Agencies, Healthcare",
army ordnance corps,4.8,"Defence & Aerospace, Public",
arohan financial services,4,Financial Services,
arrow electronics,3.8,"Hardware & Networking, Semiconductors, Forbes Global 2000",
ars traffic and transport technology,3.3,IT Services & Consulting,
arss infrastructure projects,4.1,"Recruitment, Engineering & Construction, Public",
art housing finance ,4,"Financial Services, Public",
artech infosystems,3.6,Not Available,
artefact projects,2.3,"Financial Services, Engineering & Construction, Public",
artemis health institute,4.5,"Healthcare, Public",
arthur j. gallagher & co,4,"Consulting, Insurance",
artson engineering,4.1,"Engineering & Construction, Public",
arulmigu kalasalingam college of pharmacy,82,,
arun excello,3.8,"Real Estate, Engineering & Construction",
arunachala logistics,4,Logistics,
arvato,3.6,"BPO/KPO, IT Services & Consulting",
arvind fashions,3.7,"Fashion & Textile, Fortune India 500, Public",
arvind group,4.1,"Manufacturing, Fashion & Textile, Conglomerate, Fortune India 500, Public",
arvind techno engineers,3.9,Engineering & Construction,
arvind textile mills,4.5,"Manufacturing, Fashion & Textile",
arya collateral warehousing services,4.4,"Agriculture, Internet",
arya omnitalk wireless solutions,4.1,IT Services & Consulting,
aryan imaging & business consultants,3.5,IT Services & Consulting,
asa & associates,3.7,Accounting & Auditing,
asahi india glass ,3.9,"Automobile, Auto Components, Fortune India 500, Public",
asb international,4.2,"Consumer goods, Industrial Machinery, Manufacturing, Plastics / Rubber",
asc infratech,3.5,Not Available,
ascend telecom infrastructure,4.6,Telecom,
ascendum kps,4.1,"Financial Services, Analytics & KPO, BPO, Accounting & Auditing",
ascendum solutions,4,"BPO, IT Services & Consulting",
ascent business solutions,3.6,"IT Services & Consulting, Software Product",
ascent hr,3.6,Recruitment,
ascent meditech,3.6,Not Available,
asg eye hospital,4,Healthcare,
ashapura group of industries,4,"Metals & Mining, Public",
ashiana homes,4.1,Real Estate,
ashiana housing,4.2,"Real Estate, Engineering & Construction, Public",
ashida electronics,3.4,"Manufacturing, Electronics, Electronics Manufacturing",
ashima group,3.9,"Fashion & Textile, Public",
ashirvad pipes,4.1,"Building Material, Import & Export, Manufacturing, Plastics / Rubber",
ashish life science,4.3,Healthcare,
ashland,4.3,"Retail, Chemicals",
ashok iron works,3.5,"Iron & Steel, Industrial Machinery",
ashok leyland,4.1,"Automobile, Financial Services, Manufacturing, Analytics & KPO, Fortune India 500, Public",
ashoka buildcon,4.1,"Engineering & Construction, Fortune India 500, Public",
ashtech  india,4,"Food Processing, Building Material, Manufacturing",
ashv finance,4.5,FinTech,
ashwini hospital,3.9,"Healthcare / Pharma, Healthcare",
asia motor works,3.5,"Automobile, Auto Components",
asian colour coated ispat,4.3,"Manufacturing, Metals & Mining",
asian granito india,3.9,"Building Material, Furniture & Furnishing, Public",
asian heart institute and research centre,3.9,"Analytics & KPO, Healthcare",
asian institute of gastroenterology,4.4,Healthcare,
asian institute of medical sciences,4,Healthcare,
asian paints,4.2,"Chemicals / Agri Inputs, Consumer goods, Manufacturing, Retail, Chemicals, Forbes Global 2000, Fortune India 500, Public",
asianet satellite communications,4.2,"Internet, Media & Entertainment / Publishing",
asianlak health foods,2.6,"Beverage, Public",
asirvad microfinance,3.9,NBFC,
asit c mehta investment interrmediates,3.9,"Financial Services, Investment Banking / Venture Capital / Private Equity",
